0.16,0.06,0.06
0.16,-0.0,0.1
0.18,0.16,0.16
0.12,0.18,0.2
0.04,-0.02,0.22
0.1,0.16,0.26
0.04,0.18,0.3
0.22,0.12,0.38
0.1,0.02,0.42
0.1,-0.04,0.46
0.12,0.12,0.52
-0.0,0.02,0.56
0.08,0.04,0.58
0.08,-0.02,0.62
0.1,0.14,0.68
0.06,-0.0,0.7
0.04,0.14,0.74
-0.0,-0.0,0.76
-0.0,0.12,0.78
0.02,0.04,0.82
0.02,0.1,0.86
-0.02,-0.04,0.88
0.06,-0.02,0.9
0.06,-0.08,0.94
0.08,0.08,1.0
0.02,-0.04,1.02
0.02,0.08,1.04
-0.12,-0.06,1.02
-0.12,-0.06,1.02
